"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/_Level/_LevelAssets/_Props/_Materials/Playground1.Playground1","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/book1.book1","0","0","27","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/skin_nasty_version2_M.skin_nasty_version2_M","0","0","35","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/Skin_nasty_M.Skin_nasty_M","0","0","26","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/Concrete_M_Stretch.Concrete_M_Stretch","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/Concrete_M.Concrete_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_HealthItems/materials/medkit_M.medkit_M","0","0","27","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_HealthItems/materials/Bandage_M.Bandage_M","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/jukebox1.jukebox1","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/frame_3.frame_3","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/Frame_M.Frame_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/diner_chair_and_table.diner_chair_and_table","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/curtain.curtain","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/Couch_M.Couch_M","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/Carpet_M.Carpet_M","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/cardboardBox_M.cardboardBox_M","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/Board_M.Board_M","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/Bench_M.Bench_M","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_Materials/custom.custom","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_keys/key2.key2","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Props/_keys/key1.key1","0","0","27","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/Wallwhitewindow_M.Wallwhitewindow_M","0","0","14","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/WallWhite_M.WallWhite_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/Whitecontainer_M.Whitecontainer_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/Factory_M.Factory_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/marble_2_tiling-ish_Mat.marble_2_tiling-ish_Mat","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/Lab_Wall_M.Lab_Wall_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/green_wood_BaseColor_2_Mat.green_wood_BaseColor_2_Mat","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/DustyWood_M.DustyWood_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Env_Materials/Stucco_M.Stucco_M","0","0","35","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Pipe/RedPipe.RedPipe","0","0","26","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Pavement/pavement1.pavement1","0","0","44","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Door/Alternet_Door_2.Alternet_Door_2","0","0","26","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Door/door1.door1","0","0","35","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Catwalk/Catwalk_Grate_AlbedoTransparency_Mat.Catwalk_Grate_AlbedoTransparency_Mat","0","0","31","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/container/container.container","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Catwalk/BackPanel_M.BackPanel_M","0","0","14","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Pavement/squarepavement.squarepavement","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Pavement/pavement_stretch_M.pavement_stretch_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Env_Materials/WoodWall_M.WoodWall_M","0","0","35","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Env_Materials/WoodwindowWall_M.WoodwindowWall_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/window/glass1.glass1","0","0","27","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Stairs/materials/woodstair_M.woodstair_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Stairs/stairs_001.stairs_001","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/sign/parksign_M.parksign_M","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/shed/shed1.shed1","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/roof/Roof_M_3.Roof_M_3","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/roof/Roof_M.Roof_M","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Rail/metal_rails.metal_rails","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/postboxes/postbox1.postbox1","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Pipe/pipe1.pipe1","0","0","26","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Pillar/pillar1.pillar1","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/oiltank/oil_tank1.oil_tank1","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/mooring_bollard/mooring_bollard1.mooring_bollard1","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Lighthouse/lighthouse1.lighthouse1","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Lab_floor/lab_floor1.lab_floor1","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Lab_floor/grates.grates","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Lab_floor/danger_texture.danger_texture","0","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/fence/fence1.fence1","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Door/Alternet_Door.Alternet_Door","0","0","26","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/container/side_container.side_container","0","0","40","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/container/container_door.container_door","0","0","40","1","0.000000","0","0"
"/Game/_Core/_Player/_Assets/_Textures/_Meterials/Carp_Holst_M.Carp_Holst_M","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Player/_Assets/_Textures/_Meterials/Carp_M.Carp_M","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Weapons/Sig_Sauer/Weapon_Materials/SigSauer_M.SigSauer_M","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Weapons/shotgun/Remington_M.Remington_M","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Weapons/knife/Knife_M.Knife_M","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Weapons/Fireaxe/Fireaxe_M.Fireaxe_M","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Weapons/AR_rifle/AR-15.AR-15","0","0","35","1","0.000000","0","0"
"/Game/_Core/_Weapons/Ammo_boxes/ShotgunAmmo/shotgun_ammobox.shotgun_ammobox","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/_Core/_Enemies/Kronen_Female_001/Kronen_Fem1.Kronen_Fem1","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Enemies/_Charger/Moose_Tent_M.Moose_Tent_M","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Enemies/_Charger/Moose_Body_M.Moose_Body_M","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Enemies/_Charger/Moose_Antler_M.Moose_Antler_M","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Enemies/Slugger_Enemy_001/Slugger.Slugger","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Enemies/Kronen_Male_003/Kronen_Male3.Kronen_Male3","0","0","58","1","0.000000","0","0"
"/Game/_Core/_Enemies/Kronen_Male_002/Kronen_Male2.Kronen_Male2","0","0","58","1","0.000000","0","0"
"/Game/_Core/_Enemies/Kronen_Male_001/Kronen_Male1.Kronen_Male1","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Enemies/Kronen_Female_003/Kronen_Fem3.Kronen_Fem3","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Enemies/Kronen_Female_002/Kronen_Fem2.Kronen_Fem2","0","0","50","1","0.000000","0","0"
"/Game/_Core/_Enemies/Kronen_Fast_003/Kronen_Fast3.Kronen_Fast3","0","0","58","1","0.000000","0","0"
"/Game/_Core/_Enemies/Kronen_Fast_002/Kronen_Fast2.Kronen_Fast2","0","0","58","1","0.000000","0","0"
"/Game/_Core/_Enemies/Kronen_Fast_001/Kronen_Fast1.Kronen_Fast1","0","0","50","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Game/_PlaceHolderts/Oz_PSX_Shader/PSXpixelated_M.PSXpixelated_M","0","0","4","1","0.000000","0","0"
"/Game/_PlaceHolderts/OG_Textures/Chain_M.Chain_M","0","0","44","1","0.000000","0","44"
"/Game/_PlaceHolderts/OG_Textures/Plant_M.Plant_M","0","0","88","1","0.000000","0","88"
"/Game/_PlaceHolderts/OG_Textures/grass.grass","0","0","88","1","0.000000","0","88"
"/Game/_Level/_LevelAssets/_OGFiles/grass_2.grass_2","0","0","88","1","0.000000","0","0"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","0","0","3","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","0","0","3","1","0.000000","0","0"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","0","0","3","1","0.000000","0","0"
"/NiagaraFluids/Materials/Grid3D/M_RayMarch_Smoke.M_RayMarch_Smoke","0","0","9","1","0.000000","0","9"
"/NiagaraFluids/Materials/Grid3D/M_RayMarch_Fire_Ramps.M_RayMarch_Fire_Ramps","0","0","9","1","0.000000","0","27"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/NiagaraFluids/Materials/Grid3D/M_3DGas_Base.M_3DGas_Base","0","0","200","5","0.000000","0","40"
"/Game/_PlaceHolderts/OG_Textures/Water_M.Water_M","0","0","40","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/Debug/DebugDrawing_CustomBrush.DebugDrawing_CustomBrush","0","0","3","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/M_SimpleBrush.M_SimpleBrush","0","0","4","1","0.000000","0","0"
"/Landmass/PreviewContent/Water/Mats/M_Simple_River_01.M_Simple_River_01","0","0","26","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/LandmassBrush_Width.LandmassBrush_Width","0","0","4","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField_RG8.CacheDistanceField_RG8","0","0","3","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/LandmassBrush_Angle.LandmassBrush_Angle","0","0","4","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/LandmassBrush_Weightmap.LandmassBrush_Weightmap","0","0","4","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Game/_Level/_LevelAssets/_OGFiles/Master_Material.Master_Material","0","0","3149","47","0.000000","0","3216"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","44","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Env_Materials/_90sPackMeterials/Materials/Demo/Base_Color_Yellow.Base_Color_Yellow","49","0","67","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Environment_Assets/Lighthouse/light.light","49","0","23","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Env_Materials/_90sPackMeterials/Materials/Demo/Base_Color_White.Base_Color_White","49","0","67","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Env_Materials/_90sPackMeterials/Materials/Demo/Base_Color_Red.Base_Color_Red","49","0","67","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Env_Materials/_90sPackMeterials/Materials/Demo/Base_Color_Green.Base_Color_Green","49","0","67","1","0.000000","0","0"
"/Game/_Level/_LevelAssets/_Env_Materials/_90sPackMeterials/Materials/Demo/Base_Color_Blue.Base_Color_Blue","49","0","67","1","0.000000","0","0"
"/Game/_Core/_Player/_PlayerAnimations/_Animations/IDL/Carp_M.Carp_M","49","0","26","1","0.000000","0","0"
"/Game/_Core/_Player/_PlayerAnimations/_Animations/IDL/Carp_Holst_M.Carp_Holst_M","49","0","26","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","35","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/NiagaraFluids/Materials/Utility/M_SolidParticle.M_SolidParticle","49","0","6","1","0.000000","0","0"
"/Landmass/Landscape/Mats/Debug/Intersections.Intersections","49","0","5","1","0.000000","0","0"
"/Game/_PlaceHolderts/Oz_PSX_Shader/PSX_FOG_M.PSX_FOG_M","49","0","4","1","0.000000","0","0"
"/Game/_PlaceHolderts/90s_Style_Graphics/Materials/PPM/Outline_Master_PPM.Outline_Master_PPM","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/NiagaraFluids/Materials/Grid3D/M_DebugVolumeSlice.M_DebugVolumeSlice","49","0","18","2","0.000000","0","18"
"/Landmass/Landscape/BlueprintBrushes/Materials/CopyRT.CopyRT","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","62","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","54","2","0.000000","0","0"
